mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_estimators,param_min_samples_split,param_min_samples_leaf,param_max_depth,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,split10_test_score,split11_test_score,split12_test_score,split13_test_score,split14_test_score,mean_test_score,std_test_score,rank_test_score
0.29006309509277345,0.01249747177602986,0.019086217880249022,0.006942365264700932,228,7,7,14,"{'n_estimators': 228, 'min_samples_split': 7, 'min_samples_leaf': 7, 'max_depth': 14}",0.7222222222222222,0.6666666666666666,0.7222222222222222,0.5294117647058824,0.8235294117647058,0.7222222222222222,0.5555555555555556,0.6111111111111112,0.7058823529411765,0.6470588235294118,0.6111111111111112,0.6111111111111112,0.8888888888888888,0.6470588235294118,0.6470588235294118,0.674074074074074,0.09149133649775461,137
0.04371606508890788,0.007687876163880868,0.0035416762034098308,0.005427297306431686,30,9,1,10,"{'n_estimators': 30, 'min_samples_split': 9, 'min_samples_leaf': 1, 'max_depth': 10}",0.7777777777777778,0.7222222222222222,0.7222222222222222,0.5294117647058824,0.7647058823529411,0.7777777777777778,0.6666666666666666,0.6666666666666666,0.7058823529411765,0.7058823529411765,0.7222222222222222,0.5555555555555556,0.7777777777777778,0.7058823529411765,0.7058823529411765,0.7004357298474946,0.07124549436586534,44
0.306551456451416,0.01635866728410966,0.022254308064778645,0.007798519675168423,230,6,1,6,"{'n_estimators': 230, 'min_samples_split': 6, 'min_samples_leaf': 1, 'max_depth': 6}",0.7222222222222222,0.7222222222222222,0.7222222222222222,0.5882352941176471,0.8823529411764706,0.7222222222222222,0.7222222222222222,0.7222222222222222,0.8235294117647058,0.7058823529411765,0.7222222222222222,0.6111111111111112,0.7777777777777778,0.5882352941176471,0.7058823529411765,0.7159041394335511,0.07623529212528375,4
0.1411413510640462,0.005916599541168833,0.011106220881144206,0.007390011918286067,114,9,7,13,"{'n_estimators': 114, 'min_samples_split': 9, 'min_samples_leaf': 7, 'max_depth': 13}",0.7222222222222222,0.6666666666666666,0.6666666666666666,0.5294117647058824,0.7647058823529411,0.7777777777777778,0.6111111111111112,0.6111111111111112,0.7058823529411765,0.6470588235294118,0.6111111111111112,0.6111111111111112,0.8888888888888888,0.6470588235294118,0.6470588235294118,0.6738562091503267,0.08466680558613505,142
0.08816140492757162,0.007650332630589935,0.00857531229654948,0.008069028147677283,70,9,3,6,"{'n_estimators': 70, 'min_samples_split': 9, 'min_samples_leaf': 3, 'max_depth': 6}",0.7777777777777778,0.6666666666666666,0.7222222222222222,0.5294117647058824,0.8235294117647058,0.7777777777777778,0.6666666666666666,0.6666666666666666,0.7647058823529411,0.7058823529411765,0.6666666666666666,0.6111111111111112,0.8333333333333334,0.7058823529411765,0.7058823529411765,0.7082788671023965,0.0776051861696415,15
0.1728233019510905,0.004856511911094663,0.013420375188191731,0.00537686274632688,136,6,1,8,"{'n_estimators': 136, 'min_samples_split': 6, 'min_samples_leaf': 1, 'max_depth': 8}",0.7222222222222222,0.6666666666666666,0.7222222222222222,0.5294117647058824,0.8823529411764706,0.7222222222222222,0.6666666666666666,0.7222222222222222,0.7647058823529411,0.7058823529411765,0.6666666666666666,0.7222222222222222,0.8333333333333334,0.5882352941176471,0.7058823529411765,0.7080610021786492,0.08234314243557411,17
0.22606016794840494,0.007918068204094712,0.01249535878499349,0.006247684129285234,179,7,1,4,"{'n_estimators': 179, 'min_samples_split': 7, 'min_samples_leaf': 1, 'max_depth': 4}",0.6666666666666666,0.7222222222222222,0.7222222222222222,0.5882352941176471,0.8235294117647058,0.7777777777777778,0.7222222222222222,0.6111111111111112,0.7647058823529411,0.7058823529411765,0.6666666666666666,0.6111111111111112,0.8888888888888888,0.6470588235294118,0.7058823529411765,0.7082788671023965,0.07958901175206799,15
0.1207218329111735,0.00837471771859824,0.008443768819173176,0.007690768169224458,92,8,3,13,"{'n_estimators': 92, 'min_samples_split': 8, 'min_samples_leaf': 3, 'max_depth': 13}",0.7777777777777778,0.6666666666666666,0.7222222222222222,0.5294117647058824,0.8823529411764706,0.7222222222222222,0.6111111111111112,0.6666666666666666,0.8235294117647058,0.7058823529411765,0.7222222222222222,0.5555555555555556,0.8333333333333334,0.7058823529411765,0.7058823529411765,0.708714596949891,0.09411815137442549,11
0.0611244519551595,0.004863288069890484,0.0013742446899414062,0.004005864881608872,45,4,5,12,"{'n_estimators': 45, 'min_samples_split': 4, 'min_samples_leaf': 5, 'max_depth': 12}",0.7777777777777778,0.7222222222222222,0.7222222222222222,0.5294117647058824,0.8235294117647058,0.7777777777777778,0.7222222222222222,0.6111111111111112,0.6470588235294118,0.7058823529411765,0.7222222222222222,0.5555555555555556,0.8333333333333334,0.7058823529411765,0.7058823529411765,0.7041394335511982,0.08470603925140349,33
0.24524779319763185,0.006298696481298746,0.01674450238545736,0.0024713284348974766,201,7,8,9,"{'n_estimators': 201, 'min_samples_split': 7, 'min_samples_leaf': 8, 'max_depth': 9}",0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5294117647058824,0.8235294117647058,0.7777777777777778,0.5555555555555556,0.6111111111111112,0.7058823529411765,0.5882352941176471,0.6111111111111112,0.6666666666666666,0.8888888888888888,0.5294117647058824,0.5882352941176471,0.6583877995642701,0.1017655431033537,165
0.03975809415181478,0.0071689105374595245,0.006020879745483399,0.00696081766286206,31,6,4,9,"{'n_estimators': 31, 'min_samples_split': 6, 'min_samples_leaf': 4, 'max_depth': 9}",0.7777777777777778,0.7222222222222222,0.7222222222222222,0.5294117647058824,0.7647058823529411,0.7222222222222222,0.7222222222222222,0.6111111111111112,0.7058823529411765,0.7058823529411765,0.7222222222222222,0.5555555555555556,0.7777777777777778,0.7058823529411765,0.6470588235294118,0.6928104575163399,0.07245769438910109,88
0.2626819928487142,0.005621156197654047,0.017705774307250975,0.005308559784860635,207,8,2,8,"{'n_estimators': 207, 'min_samples_split': 8, 'min_samples_leaf': 2, 'max_depth': 8}",0.7222222222222222,0.6666666666666666,0.7222222222222222,0.5294117647058824,0.8235294117647058,0.7222222222222222,0.7222222222222222,0.6666666666666666,0.7647058823529411,0.7058823529411765,0.7222222222222222,0.6111111111111112,0.7777777777777778,0.7058823529411765,0.7058823529411765,0.7045751633986927,0.06682240768779724,26
0.10118494033813477,0.007629541916615719,0.008356094360351562,0.007253271340485464,83,5,7,11,"{'n_estimators': 83, 'min_samples_split': 5, 'min_samples_leaf': 7, 'max_depth': 11}",0.7777777777777778,0.6666666666666666,0.6666666666666666,0.5294117647058824,0.7647058823529411,0.7777777777777778,0.5555555555555556,0.6111111111111112,0.6470588235294118,0.5882352941176471,0.6111111111111112,0.6111111111111112,0.8888888888888888,0.6470588235294118,0.5882352941176471,0.6620915032679738,0.09552923527845245,158
0.08020594914754232,0.005340825447488433,0.008331982294718425,0.007793859472579466,66,6,7,13,"{'n_estimators': 66, 'min_samples_split': 6, 'min_samples_leaf': 7, 'max_depth': 13}",0.7777777777777778,0.6666666666666666,0.6666666666666666,0.5294117647058824,0.7647058823529411,0.7777777777777778,0.5555555555555556,0.6111111111111112,0.7058823529411765,0.5882352941176471,0.6111111111111112,0.6111111111111112,0.8888888888888888,0.5882352941176471,0.5882352941176471,0.6620915032679738,0.09791422678998264,158
0.24258521397908528,0.007696346320711453,0.0157535711924235,0.00048533120980629547,189,5,3,7,"{'n_estimators': 189, 'min_samples_split': 5, 'min_samples_leaf': 3, 'max_depth': 7}",0.6666666666666666,0.6111111111111112,0.7222222222222222,0.5294117647058824,0.8823529411764706,0.7222222222222222,0.7222222222222222,0.6666666666666666,0.7058823529411765,0.7058823529411765,0.7222222222222222,0.5555555555555556,0.8333333333333334,0.5882352941176471,0.7058823529411765,0.6893246187363835,0.09091365176169464,101
0.29423335393269856,0.014447696074595746,0.022763649622599285,0.007768106634907579,238,2,5,7,"{'n_estimators': 238, 'min_samples_split': 2, 'min_samples_leaf': 5, 'max_depth': 7}",0.7777777777777778,0.7222222222222222,0.7222222222222222,0.5294117647058824,0.8235294117647058,0.7222222222222222,0.7222222222222222,0.6111111111111112,0.7647058823529411,0.7058823529411765,0.6111111111111112,0.5555555555555556,0.7777777777777778,0.7058823529411765,0.7058823529411765,0.6971677559912853,0.08135147434845463,64
0.24868305524190268,0.007342064125024439,0.018355035781860353,0.0036660912930764353,201,8,6,13,"{'n_estimators': 201, 'min_samples_split': 8, 'min_samples_leaf': 6, 'max_depth': 13}",0.7222222222222222,0.7222222222222222,0.7222222222222222,0.5294117647058824,0.8235294117647058,0.7222222222222222,0.6666666666666666,0.6111111111111112,0.7058823529411765,0.6470588235294118,0.6666666666666666,0.5555555555555556,0.8888888888888888,0.6470588235294118,0.5882352941176471,0.6812636165577343,0.091603327385773,127
0.2639928340911865,0.011520552623194817,0.018151394526163735,0.005454080504365653,207,5,5,3,"{'n_estimators': 207, 'min_samples_split': 5, 'min_samples_leaf': 5, 'max_depth': 3}",0.7222222222222222,0.7222222222222222,0.6666666666666666,0.5294117647058824,0.8235294117647058,0.7222222222222222,0.6666666666666666,0.6111111111111112,0.7647058823529411,0.7058823529411765,0.6111111111111112,0.5555555555555556,0.8888888888888888,0.6470588235294118,0.6470588235294118,0.6856209150326796,0.09206333423597068,118
0.2397157669067383,0.01381550766994502,0.01765019098917643,0.006646551580947474,176,7,3,8,"{'n_estimators': 176, 'min_samples_split': 7, 'min_samples_leaf': 3, 'max_depth': 8}",0.7222222222222222,0.6666666666666666,0.7222222222222222,0.5294117647058824,0.8235294117647058,0.7222222222222222,0.6111111111111112,0.6666666666666666,0.7058823529411765,0.7058823529411765,0.7222222222222222,0.6111111111111112,0.8333333333333334,0.6470588235294118,0.7058823529411765,0.6930283224400872,0.07497339503403681,85
0.11881189346313477,0.0069756511758899,0.00850849151611328,0.005040569139293492,93,6,4,11,"{'n_estimators': 93, 'min_samples_split': 6, 'min_samples_leaf': 4, 'max_depth': 11}",0.7777777777777778,0.6666666666666666,0.7222222222222222,0.5294117647058824,0.8823529411764706,0.7222222222222222,0.6111111111111112,0.6666666666666666,0.7647058823529411,0.7058823529411765,0.7222222222222222,0.5555555555555556,0.7777777777777778,0.7058823529411765,0.6470588235294118,0.6971677559912854,0.08712418028254335,59
0.15772082010904948,0.008241674913208067,0.009987640380859374,0.0062763961869295405,125,6,6,7,"{'n_estimators': 125, 'min_samples_split': 6, 'min_samples_leaf': 6, 'max_depth': 7}",0.7777777777777778,0.7222222222222222,0.6666666666666666,0.5294117647058824,0.8235294117647058,0.7777777777777778,0.6666666666666666,0.6111111111111112,0.7647058823529411,0.6470588235294118,0.6666666666666666,0.5555555555555556,0.8888888888888888,0.6470588235294118,0.5882352941176471,0.6888888888888889,0.09837415552689145,111
0.06811165809631348,0.007081934819402926,0.011214145024617513,0.006459172464842486,58,9,4,11,"{'n_estimators': 58, 'min_samples_split': 9, 'min_samples_leaf': 4, 'max_depth': 11}",0.7777777777777778,0.6666666666666666,0.7222222222222222,0.5294117647058824,0.8235294117647058,0.7777777777777778,0.6666666666666666,0.6111111111111112,0.7647058823529411,0.7058823529411765,0.7222222222222222,0.5555555555555556,0.7777777777777778,0.6470588235294118,0.6470588235294118,0.6930283224400872,0.0830988342000878,85
0.2546262741088867,0.00892150817199177,0.015863863627115886,0.00484874909683841,196,7,3,14,"{'n_estimators': 196, 'min_samples_split': 7, 'min_samples_leaf': 3, 'max_depth': 14}",0.7222222222222222,0.7222222222222222,0.7222222222222222,0.5294117647058824,0.8235294117647058,0.7222222222222222,0.6666666666666666,0.6666666666666666,0.7058823529411765,0.7058823529411765,0.7222222222222222,0.5555555555555556,0.8333333333333334,0.6470588235294118,0.7058823529411765,0.6967320261437908,0.07764859926730575,72
0.2917929490407308,0.007493403300807294,0.014452679951985677,0.0031493191783920457,237,5,8,12,"{'n_estimators': 237, 'min_samples_split': 5, 'min_samples_leaf': 8, 'max_depth': 12}",0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5294117647058824,0.7647058823529411,0.7777777777777778,0.5555555555555556,0.6111111111111112,0.7058823529411765,0.5882352941176471,0.6111111111111112,0.6666666666666666,0.8888888888888888,0.5294117647058824,0.5882352941176471,0.6544662309368191,0.09631354649857954,173
0.09167977968851725,0.005329680565243452,0.007287947336832682,0.0077911471555045025,74,7,8,9,"{'n_estimators': 74, 'min_samples_split': 7, 'min_samples_leaf': 8, 'max_depth': 9}",0.6666666666666666,0.6666666666666666,0.7222222222222222,0.5294117647058824,0.7647058823529411,0.7777777777777778,0.5555555555555556,0.6111111111111112,0.6470588235294118,0.5882352941176471,0.6111111111111112,0.6111111111111112,0.8888888888888888,0.6470588235294118,0.5882352941176471,0.6583877995642701,0.09198338611887602,165
0.06458690961201986,0.005341962168904189,0.007117668787638347,0.007634135059813165,51,3,1,5,"{'n_estimators': 51, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_depth': 5}",0.7222222222222222,0.7222222222222222,0.6666666666666666,0.5882352941176471,0.7647058823529411,0.7777777777777778,0.6666666666666666,0.7777777777777778,0.8235294117647058,0.7058823529411765,0.7222222222222222,0.6111111111111112,0.8333333333333334,0.6470588235294118,0.7058823529411765,0.7156862745098038,0.06957024361168716,5
0.1545759359995524,0.0121137250428107,0.008020909627278645,0.007587180513754236,119,9,3,11,"{'n_estimators': 119, 'min_samples_split': 9, 'min_samples_leaf': 3, 'max_depth': 11}",0.7777777777777778,0.6666666666666666,0.7222222222222222,0.5294117647058824,0.8235294117647058,0.7222222222222222,0.6111111111111112,0.6666666666666666,0.8235294117647058,0.7058823529411765,0.7222222222222222,0.5555555555555556,0.7777777777777778,0.7058823529411765,0.7058823529411765,0.7010893246187364,0.08337596984091462,35
0.1563263734181722,0.0058376040262483695,0.012366660435994466,0.006203060767014005,121,4,2,6,"{'n_estimators': 121, 'min_samples_split': 4, 'min_samples_leaf': 2, 'max_depth': 6}",0.7777777777777778,0.6666666666666666,0.6666666666666666,0.5294117647058824,0.8235294117647058,0.7222222222222222,0.7222222222222222,0.7222222222222222,0.8235294117647058,0.7058823529411765,0.7222222222222222,0.5555555555555556,0.8333333333333334,0.47058823529411764,0.7058823529411765,0.6965141612200436,0.1036098328375054,75
0.09058488210042318,0.00629369230448465,0.007326634724934896,0.007833730492188074,74,5,7,10,"{'n_estimators': 74, 'min_samples_split': 5, 'min_samples_leaf': 7, 'max_depth': 10}",0.7777777777777778,0.6666666666666666,0.6666666666666666,0.5294117647058824,0.7647058823529411,0.7777777777777778,0.5555555555555556,0.6111111111111112,0.7647058823529411,0.5882352941176471,0.6111111111111112,0.6111111111111112,0.8888888888888888,0.6470588235294118,0.5882352941176471,0.6699346405228758,0.09874834317535715,145
0.13540821075439452,0.007564828248455157,0.008290847142537435,0.007756901565533575,111,4,6,14,"{'n_estimators': 111, 'min_samples_split': 4, 'min_samples_leaf': 6, 'max_depth': 14}",0.7777777777777778,0.7222222222222222,0.6666666666666666,0.5294117647058824,0.8235294117647058,0.7777777777777778,0.6666666666666666,0.6666666666666666,0.6470588235294118,0.6470588235294118,0.6666666666666666,0.5555555555555556,0.8888888888888888,0.6470588235294118,0.5882352941176471,0.6847494553376907,0.09499160517191613,120
0.2722635746002197,0.014684559398171709,0.01833310127258301,0.005172540753010159,215,2,4,8,"{'n_estimators': 215, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_depth': 8}",0.7222222222222222,0.6666666666666666,0.7222222222222222,0.5294117647058824,0.8235294117647058,0.7777777777777778,0.6111111111111112,0.6111111111111112,0.7647058823529411,0.7058823529411765,0.7222222222222222,0.5555555555555556,0.7777777777777778,0.7058823529411765,0.7058823529411765,0.6934640522875817,0.08139113978601843,78
0.27193317413330076,0.009389969588357885,0.016225894292195637,0.004129794169952174,213,8,5,10,"{'n_estimators': 213, 'min_samples_split': 8, 'min_samples_leaf': 5, 'max_depth': 10}",0.7222222222222222,0.7222222222222222,0.7222222222222222,0.5294117647058824,0.8235294117647058,0.7777777777777778,0.7222222222222222,0.6111111111111112,0.7647058823529411,0.7058823529411765,0.6111111111111112,0.5555555555555556,0.7777777777777778,0.7058823529411765,0.7058823529411765,0.6971677559912854,0.08135147434845463,59
0.2128677527109782,0.009558985580503188,0.015699148178100586,0.00028250057706838205,174,6,6,5,"{'n_estimators': 174, 'min_samples_split': 6, 'min_samples_leaf': 6, 'max_depth': 5}",0.7222222222222222,0.7222222222222222,0.7222222222222222,0.5294117647058824,0.8235294117647058,0.7222222222222222,0.6666666666666666,0.6111111111111112,0.6470588235294118,0.6470588235294118,0.6666666666666666,0.5555555555555556,0.8888888888888888,0.6470588235294118,0.5882352941176471,0.6773420479302833,0.0917244965461508,134
0.22687368392944335,0.008826795782600733,0.014999596277872722,0.004132906481739409,176,4,2,6,"{'n_estimators': 176, 'min_samples_split': 4, 'min_samples_leaf': 2, 'max_depth': 6}",0.6666666666666666,0.6666666666666666,0.7222222222222222,0.5294117647058824,0.8235294117647058,0.7222222222222222,0.7222222222222222,0.7222222222222222,0.8235294117647058,0.7058823529411765,0.6666666666666666,0.5555555555555556,0.8333333333333334,0.47058823529411764,0.7058823529411765,0.6891067538126362,0.10148530737560613,106
0.0990455150604248,0.007108502313705707,0.007909742991129558,0.007737971966913304,81,9,7,10,"{'n_estimators': 81, 'min_samples_split': 9, 'min_samples_leaf': 7, 'max_depth': 10}",0.7777777777777778,0.6666666666666666,0.6666666666666666,0.5294117647058824,0.7647058823529411,0.7777777777777778,0.5555555555555556,0.6111111111111112,0.6470588235294118,0.5882352941176471,0.6111111111111112,0.6111111111111112,0.8888888888888888,0.6470588235294118,0.5882352941176471,0.6620915032679738,0.09552923527845245,158
0.28639227549235025,0.008839031272614442,0.019595623016357422,0.0056718809281988344,233,4,9,10,"{'n_estimators': 233, 'min_samples_split': 4, 'min_samples_leaf': 9, 'max_depth': 10}",0.7222222222222222,0.6666666666666666,0.6666666666666666,0.5294117647058824,0.6470588235294118,0.6666666666666666,0.5555555555555556,0.6111111111111112,0.7058823529411765,0.5882352941176471,0.6111111111111112,0.6666666666666666,0.8888888888888888,0.5294117647058824,0.5294117647058824,0.6389978213507626,0.09095593123538774,196
0.1181960423787435,0.007911637954032713,0.006701532999674479,0.00687552289474126,93,7,7,3,"{'n_estimators': 93, 'min_samples_split': 7, 'min_samples_leaf': 7, 'max_depth': 3}",0.7222222222222222,0.6666666666666666,0.6111111111111112,0.5294117647058824,0.7647058823529411,0.7777777777777778,0.6111111111111112,0.6111111111111112,0.7058823529411765,0.5882352941176471,0.6111111111111112,0.6111111111111112,0.8888888888888888,0.6470588235294118,0.6470588235294118,0.666230936819172,0.08837531588714333,152
0.12452211380004882,0.006511040218658899,0.004534419377644857,0.00622720233897386,92,5,1,14,"{'n_estimators': 92, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_depth': 14}",0.7222222222222222,0.6666666666666666,0.7777777777777778,0.5294117647058824,0.7647058823529411,0.7222222222222222,0.7222222222222222,0.7222222222222222,0.8235294117647058,0.6470588235294118,0.7222222222222222,0.6666666666666666,0.7777777777777778,0.5294117647058824,0.7058823529411765,0.7,0.08052931247793525,50
0.24622653325398763,0.009698753903067304,0.014521487553914388,0.005686239062355687,193,5,4,12,"{'n_estimators': 193, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_depth': 12}",0.7222222222222222,0.6666666666666666,0.7222222222222222,0.5294117647058824,0.8823529411764706,0.7777777777777778,0.6111111111111112,0.6111111111111112,0.7647058823529411,0.7058823529411765,0.7222222222222222,0.5555555555555556,0.7777777777777778,0.7058823529411765,0.7058823529411765,0.6973856209150326,0.08865630214007207,52
0.12058793703715007,0.006896403058297074,0.006704155604044596,0.007089144417626661,96,2,7,6,"{'n_estimators': 96, 'min_samples_split': 2, 'min_samples_leaf': 7, 'max_depth': 6}",0.7222222222222222,0.6666666666666666,0.6666666666666666,0.5294117647058824,0.7647058823529411,0.7777777777777778,0.6111111111111112,0.6111111111111112,0.7058823529411765,0.5882352941176471,0.6111111111111112,0.6111111111111112,0.8888888888888888,0.6470588235294118,0.5882352941176471,0.6660130718954247,0.08937933389855923,154
0.30257377624511717,0.008946735190835683,0.018292808532714845,0.004251245070658582,242,7,8,9,"{'n_estimators': 242, 'min_samples_split': 7, 'min_samples_leaf': 8, 'max_depth': 9}",0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5294117647058824,0.7647058823529411,0.7222222222222222,0.5555555555555556,0.6111111111111112,0.7058823529411765,0.5882352941176471,0.6111111111111112,0.6111111111111112,0.8888888888888888,0.5294117647058824,0.5882352941176471,0.6470588235294117,0.09289327061145028,182
0.0942628542582194,0.005617735599710781,0.0043255329132080075,0.006142868527296214,71,7,6,8,"{'n_estimators': 71, 'min_samples_split': 7, 'min_samples_leaf': 6, 'max_depth': 8}",0.7222222222222222,0.7222222222222222,0.7222222222222222,0.5294117647058824,0.7647058823529411,0.7777777777777778,0.6111111111111112,0.6666666666666666,0.7058823529411765,0.6470588235294118,0.7222222222222222,0.5555555555555556,0.8888888888888888,0.6470588235294118,0.5882352941176471,0.6847494553376907,0.09000379449305868,120
0.11094245910644532,0.007407706290852597,0.009628788630167643,0.0068722470122876385,87,7,5,7,"{'n_estimators': 87, 'min_samples_split': 7, 'min_samples_leaf': 5, 'max_depth': 7}",0.7222222222222222,0.7222222222222222,0.6666666666666666,0.5294117647058824,0.8235294117647058,0.7777777777777778,0.7222222222222222,0.6111111111111112,0.7058823529411765,0.7058823529411765,0.7222222222222222,0.5555555555555556,0.7777777777777778,0.7058823529411765,0.7058823529411765,0.6969498910675381,0.07672867335081722,68
0.23626906077067059,0.0069358082537491865,0.015611648559570312,0.0035032822967615866,188,8,5,12,"{'n_estimators': 188, 'min_samples_split': 8, 'min_samples_leaf': 5, 'max_depth': 12}",0.7222222222222222,0.6666666666666666,0.7222222222222222,0.5294117647058824,0.8235294117647058,0.7777777777777778,0.7222222222222222,0.6111111111111112,0.7647058823529411,0.7058823529411765,0.6666666666666666,0.5555555555555556,0.7777777777777778,0.7058823529411765,0.7058823529411765,0.6971677559912854,0.07878159521691863,59
